region,geography_level,fiscal_year_end_year,fiscal_year_label,period_start_date,period_end_date,data_type,series,record_type,capacity_gw,module_type,value_basis
Rajasthan,State,2034,FY2033-34,2033-04-01,2034-03-31,Forecast,Medium,Annual addition,25.7135902547,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Rajasthan,State,2034,FY2033-34,2033-04-01,2034-03-31,Forecast,High,Annual addition,40.4125996076,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Rajasthan,State,2035,FY2034-35,2034-04-01,2035-03-31,Forecast,Conservative,Annual addition,10.3533850818,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Rajasthan,State,2035,FY2034-35,2034-04-01,2035-03-31,Forecast,Medium,Annual addition,22.9377224564,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Rajasthan,State,2035,FY2034-35,2034-04-01,2035-03-31,Forecast,High,Annual addition,39.1320050609,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Rajasthan,State,2036,FY2035-36,2035-04-01,2036-03-31,Forecast,Conservative,Annual addition,8.0923245641,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Rajasthan,State,2036,FY2035-36,2035-04-01,2036-03-31,Forecast,Medium,Annual addition,19.5431130404,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Rajasthan,State,2036,FY2035-36,2035-04-01,2036-03-31,Forecast,High,Annual addition,36.0185380994,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Rajasthan,State,2037,FY2036-37,2036-04-01,2037-03-31,Forecast,Conservative,Annual addition,6.1533770188,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Rajasthan,State,2037,FY2036-37,2036-04-01,2037-03-31,Forecast,Medium,Annual addition,16.0098597385,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Rajasthan,State,2037,FY2036-37,2036-04-01,2037-03-31,Forecast,High,Annual addition,31.6381082674,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Rajasthan,State,2038,FY2037-38,2037-04-01,2038-03-31,Forecast,Conservative,Annual addition,4.5818057752,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Rajasthan,State,2038,FY2037-38,2037-04-01,2038-03-31,Forecast,Medium,Annual addition,12.6988661454,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Rajasthan,State,2038,FY2037-38,2037-04-01,2038-03-31,Forecast,High,Annual addition,26.6689066274,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Rajasthan,State,2039,FY2038-39,2038-04-01,2039-03-31,Forecast,Conservative,Annual addition,3.3585599732,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Rajasthan,State,2039,FY2038-39,2038-04-01,2039-03-31,Forecast,Medium,Annual addition,9.8172047777,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Rajasthan,State,2039,FY2038-39,2038-04-01,2039-03-31,Forecast,High,Annual addition,21.7105934168,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Rajasthan,State,2040,FY2039-40,2039-04-01,2040-03-31,Forecast,Conservative,Annual addition,2.4337146692,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Rajasthan,State,2040,FY2039-40,2039-04-01,2040-03-31,Forecast,Medium,Annual addition,7.4398202254,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Rajasthan,State,2040,FY2039-40,2039-04-01,2040-03-31,Forecast,High,Annual addition,17.1784123782,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Rajasthan,State,2041,FY2040-41,2040-04-01,2041-03-31,Forecast,Conservative,Annual addition,1.7488695382,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Rajasthan,State,2041,FY2040-41,2040-04-01,2041-03-31,Forecast,Medium,Annual addition,5.5535065796,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Rajasthan,State,2041,FY2040-41,2040-04-01,2041-03-31,Forecast,High,Annual addition,13.2889150143,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Rajasthan,State,2042,FY2041-42,2041-04-01,2042-03-31,Forecast,Conservative,Annual addition,1.2492071087,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Rajasthan,State,2042,FY2041-42,2041-04-01,2042-03-31,Forecast,Medium,Annual addition,4.0988188826,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Rajasthan,State,2042,FY2041-42,2041-04-01,2042-03-31,Forecast,High,Annual addition,10.1016397337,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Rajasthan,State,2043,FY2042-43,2042-04-01,2043-03-31,Forecast,Conservative,Annual addition,0.8884746869,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Rajasthan,State,2043,FY2042-43,2042-04-01,2043-03-31,Forecast,Medium,Annual addition,2.9999803586,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Rajasthan,State,2043,FY2042-43,2042-04-01,2043-03-31,Forecast,High,Annual addition,7.5770786132,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Rajasthan,State,2044,FY2043-44,2043-04-01,2044-03-31,Forecast,Conservative,Annual addition,0.6299809124,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Rajasthan,State,2044,FY2043-44,2043-04-01,2044-03-31,Forecast,Medium,Annual addition,2.1823127452,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Rajasthan,State,2044,FY2043-44,2043-04-01,2044-03-31,Forecast,High,Annual addition,5.6267766042,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Rajasthan,State,2045,FY2044-45,2044-04-01,2045-03-31,Forecast,Conservative,Annual addition,0.4457254947,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Rajasthan,State,2045,FY2044-45,2044-04-01,2045-03-31,Forecast,Medium,Annual addition,1.5804405028,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Rajasthan,State,2045,FY2044-45,2044-04-01,2045-03-31,Forecast,High,Annual addition,4.1474537025,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Rajasthan,State,2046,FY2045-46,2045-04-01,2046-03-31,Forecast,Conservative,Annual addition,0.3148768178,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Rajasthan,State,2046,FY2045-46,2045-04-01,2046-03-31,Forecast,Medium,Annual addition,1.1408679124,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Rajasthan,State,2046,FY2045-46,2045-04-01,2046-03-31,Forecast,High,Annual addition,3.0402958850,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Rajasthan,State,2047,FY2046-47,2046-04-01,2047-03-31,Forecast,Conservative,Annual addition,0.2221993019,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Rajasthan,State,2047,FY2046-47,2046-04-01,2047-03-31,Forecast,Medium,Annual addition,0.8216344893,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Rajasthan,State,2047,FY2046-47,2046-04-01,2047-03-31,Forecast,High,Annual addition,2.2197223930,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Rajasthan,State,2048,FY2047-48,2047-04-01,2048-03-31,Forecast,Conservative,Annual addition,0.1566794798,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Rajasthan,State,2048,FY2047-48,2047-04-01,2048-03-31,Forecast,Medium,Annual addition,0.5907333782,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Rajasthan,State,2048,FY2047-48,2047-04-01,2048-03-31,Forecast,High,Annual addition,1.6158536097,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Rajasthan,State,2049,FY2048-49,2048-04-01,2049-03-31,Forecast,Conservative,Annual addition,0.1104198160,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Rajasthan,State,2049,FY2048-49,2048-04-01,2049-03-31,Forecast,Medium,Annual addition,0.4242082048,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Rajasthan,State,2049,FY2048-49,2048-04-01,2049-03-31,Forecast,High,Annual addition,1.1737445827,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Rajasthan,State,2050,FY2049-50,2049-04-01,2050-03-31,Forecast,Conservative,Annual addition,0.0777887186,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Rajasthan,State,2050,FY2049-50,2049-04-01,2050-03-31,Forecast,Medium,Annual addition,0.3043612344,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Rajasthan,State,2050,FY2049-50,2049-04-01,2050-03-31,Forecast,High,Annual addition,0.8512716404,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Tamil Nadu,State,2014,FY2013-14,,2014-03-31,Historical,Actual,Opening stock,0.1085,Unspecified,Observed cumulative stock as of 2014-03-31; installation-age distribution unresolved
Tamil Nadu,State,2015,FY2014-15,2014-04-01,2015-03-31,Historical,Actual,Annual addition,0.04833,Unspecified,Difference of consecutive historical cumulative capacities
Tamil Nadu,State,2016,FY2015-16,2015-04-01,2016-03-31,Historical,Actual,Annual addition,0.93374,Unspecified,Difference of consecutive historical cumulative capacities
Tamil Nadu,State,2017,FY2016-17,2016-04-01,2017-03-31,Historical,Actual,Annual addition,0.63795,Unspecified,Difference of consecutive historical cumulative capacities
Tamil Nadu,State,2018,FY2017-18,2017-04-01,2018-03-31,Historical,Actual,Annual addition,0.22234,Unspecified,Difference of consecutive historical cumulative capacities
Tamil Nadu,State,2019,FY2018-19,2018-04-01,2019-03-31,Historical,Actual,Annual addition,0.66785,Unspecified,Difference of consecutive historical cumulative capacities
Tamil Nadu,State,2020,FY2019-20,2019-04-01,2020-03-31,Historical,Actual,Annual addition,1.34285,Unspecified,Difference of consecutive historical cumulative capacities
Tamil Nadu,State,2021,FY2020-21,2020-04-01,2021-03-31,Historical,Actual,Annual addition,0.56591,Unspecified,Difference of consecutive historical cumulative capacities
Tamil Nadu,State,2022,FY2021-22,2021-04-01,2022-03-31,Historical,Actual,Annual addition,0.53971,Unspecified,Difference of consecutive historical cumulative capacities
Tamil Nadu,State,2023,FY2022-23,2022-04-01,2023-03-31,Historical,Actual,Annual addition,1.66925,Unspecified,Difference of consecutive historical cumulative capacities
Tamil Nadu,State,2024,FY2023-24,2023-04-01,2024-03-31,Historical,Actual,Annual addition,1.47495,Unspecified,Difference of consecutive historical cumulative capacities
Tamil Nadu,State,2025,FY2024-25,2024-04-01,2025-03-31,Historical,Actual,Annual addition,1.9422,Unspecified,Difference of consecutive historical cumulative capacities
Tamil Nadu,State,2026,FY2025-26,2025-04-01,2026-03-31,Historical,Actual,Annual addition,3.42609,Unspecified,Difference of consecutive historical cumulative capacities
Tamil Nadu,State,2027,FY2026-27,2026-04-01,2027-03-31,Forecast,Conservative,Annual addition,0.4573246917,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Tamil Nadu,State,2027,FY2026-27,2026-04-01,2027-03-31,Forecast,Medium,Annual addition,2.0790212440,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Tamil Nadu,State,2027,FY2026-27,2026-04-01,2027-03-31,Forecast,High,Annual addition,2.5419324991,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Tamil Nadu,State,2028,FY2027-28,2027-04-01,2028-03-31,Forecast,Conservative,Annual addition,1.4485521652,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Tamil Nadu,State,2028,FY2027-28,2027-04-01,2028-03-31,Forecast,Medium,Annual addition,2.8127704754,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Tamil Nadu,State,2028,FY2027-28,2027-04-01,2028-03-31,Forecast,High,Annual addition,3.3484645823,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Tamil Nadu,State,2029,FY2028-29,2028-04-01,2029-03-31,Forecast,Conservative,Annual addition,1.2150598402,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Tamil Nadu,State,2029,FY2028-29,2028-04-01,2029-03-31,Forecast,Medium,Annual addition,2.8939043712,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Tamil Nadu,State,2029,FY2028-29,2028-04-01,2029-03-31,Forecast,High,Annual addition,3.6902824572,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Tamil Nadu,State,2030,FY2029-30,2029-04-01,2030-03-31,Forecast,Conservative,Annual addition,0.9779659459,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Tamil Nadu,State,2030,FY2029-30,2029-04-01,2030-03-31,Forecast,Medium,Annual addition,2.8621082609,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Tamil Nadu,State,2030,FY2029-30,2029-04-01,2030-03-31,Forecast,High,Annual addition,3.9405077758,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Tamil Nadu,State,2031,FY2030-31,2030-04-01,2031-03-31,Forecast,Conservative,Annual addition,0.7612981459,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Tamil Nadu,State,2031,FY2030-31,2030-04-01,2031-03-31,Forecast,Medium,Annual addition,2.7222293789,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Tamil Nadu,State,2031,FY2030-31,2030-04-01,2031-03-31,Forecast,High,Annual addition,4.0682587133,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Tamil Nadu,State,2032,FY2031-32,2031-04-01,2032-03-31,Forecast,Conservative,Annual addition,0.5773786108,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Tamil Nadu,State,2032,FY2031-32,2031-04-01,2032-03-31,Forecast,Medium,Annual addition,2.4946749856,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Tamil Nadu,State,2032,FY2031-32,2031-04-01,2032-03-31,Forecast,High,Annual addition,4.0566018507,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Tamil Nadu,State,2033,FY2032-33,2032-04-01,2033-03-31,Forecast,Conservative,Annual addition,0.4292897859,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Tamil Nadu,State,2033,FY2032-33,2032-04-01,2033-03-31,Forecast,Medium,Annual addition,2.2094338681,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Tamil Nadu,State,2033,FY2032-33,2032-04-01,2033-03-31,Forecast,High,Annual addition,3.9071149114,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Tamil Nadu,State,2034,FY2033-34,2033-04-01,2034-03-31,Forecast,Conservative,Annual addition,0.3144980849,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Tamil Nadu,State,2034,FY2033-34,2033-04-01,2034-03-31,Forecast,Medium,Annual addition,1.8984326870,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Tamil Nadu,State,2034,FY2033-34,2033-04-01,2034-03-31,Forecast,High,Annual addition,3.6394500220,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Tamil Nadu,State,2035,FY2034-35,2034-04-01,2035-03-31,Forecast,Conservative,Annual addition,0.2279140546,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Tamil Nadu,State,2035,FY2034-35,2034-04-01,2035-03-31,Forecast,Medium,Annual addition,1.5892200899,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Tamil Nadu,State,2035,FY2034-35,2034-04-01,2035-03-31,Forecast,High,Annual addition,3.2860949538,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Tamil Nadu,State,2036,FY2035-36,2035-04-01,2036-03-31,Forecast,Conservative,Annual addition,0.1638712117,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Tamil Nadu,State,2036,FY2035-36,2035-04-01,2036-03-31,Forecast,Medium,Annual addition,1.3015839059,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Tamil Nadu,State,2036,FY2035-36,2035-04-01,2036-03-31,Forecast,High,Annual addition,2.8845962372,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Tamil Nadu,State,2037,FY2036-37,2036-04-01,2037-03-31,Forecast,Conservative,Annual addition,0.1171578512,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Tamil Nadu,State,2037,FY2036-37,2036-04-01,2037-03-31,Forecast,Medium,Annual addition,1.0470412576,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Tamil Nadu,State,2037,FY2036-37,2036-04-01,2037-03-31,Forecast,High,Annual addition,2.4701742605,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Tamil Nadu,State,2038,FY2037-38,2037-04-01,2038-03-31,Forecast,Conservative,Annual addition,0.0834214895,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Tamil Nadu,State,2038,FY2037-38,2037-04-01,2038-03-31,Forecast,Medium,Annual addition,0.8301807615,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Tamil Nadu,State,2038,FY2037-38,2037-04-01,2038-03-31,Forecast,High,Annual addition,2.0707977108,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Tamil Nadu,State,2039,FY2038-39,2038-04-01,2039-03-31,Forecast,Conservative,Annual addition,0.0592282624,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Tamil Nadu,State,2039,FY2038-39,2038-04-01,2039-03-31,Forecast,Medium,Annual addition,0.6507176788,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Tamil Nadu,State,2039,FY2038-39,2038-04-01,2039-03-31,Forecast,High,Annual addition,1.7052762747,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Tamil Nadu,State,2040,FY2039-40,2039-04-01,2040-03-31,Forecast,Conservative,Annual addition,0.0419651026,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Tamil Nadu,State,2040,FY2039-40,2039-04-01,2040-03-31,Forecast,Medium,Annual addition,0.5054721677,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Tamil Nadu,State,2040,FY2039-40,2039-04-01,2040-03-31,Forecast,High,Annual addition,1.3837489198,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Tamil Nadu,State,2041,FY2040-41,2040-04-01,2041-03-31,Forecast,Conservative,Annual addition,0.0296903666,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Tamil Nadu,State,2041,FY2040-41,2040-04-01,2041-03-31,Forecast,Medium,Annual addition,0.3899037942,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Tamil Nadu,State,2041,FY2040-41,2040-04-01,2041-03-31,Forecast,High,Annual addition,1.1094910667,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Tamil Nadu,State,2042,FY2041-42,2041-04-01,2042-03-31,Forecast,Conservative,Annual addition,0.0209843526,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Tamil Nadu,State,2042,FY2041-42,2041-04-01,2042-03-31,Forecast,Medium,Annual addition,0.2991351373,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Tamil Nadu,State,2042,FY2041-42,2041-04-01,2042-03-31,Forecast,High,Annual addition,0.8810878562,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Tamil Nadu,State,2043,FY2042-43,2042-04-01,2043-03-31,Forecast,Conservative,Annual addition,0.0148203833,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Tamil Nadu,State,2043,FY2042-43,2042-04-01,2043-03-31,Forecast,Medium,Annual addition,0.2285457493,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Tamil Nadu,State,2043,FY2042-43,2042-04-01,2043-03-31,Forecast,High,Annual addition,0.6943827457,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Tamil Nadu,State,2044,FY2043-44,2043-04-01,2044-03-31,Forecast,Conservative,Annual addition,0.0104616452,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Tamil Nadu,State,2044,FY2043-44,2043-04-01,2044-03-31,Forecast,Medium,Annual addition,0.1740602915,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Tamil Nadu,State,2044,FY2043-44,2043-04-01,2044-03-31,Forecast,High,Annual addition,0.5439555619,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Tamil Nadu,State,2045,FY2044-45,2044-04-01,2045-03-31,Forecast,Conservative,Annual addition,0.0073821504,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Tamil Nadu,State,2045,FY2044-45,2044-04-01,2045-03-31,Forecast,Medium,Annual addition,0.1322438547,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
